36.1934422,-82.7375274
36.5329241,-82.3213565
36.4727594,-82.2687592
36.5932521,-82.182548
36.256925,-83.0865909
36.4150963,-82.9207182
36.3531727,-82.0322421
36.3344236,-82.4020348
36.2194411,-82.7028846
36.5228606,-82.711152
36.481706,-82.4971362
36.5492,-82.5621773
36.5148044,-83.0332546
36.3495746,-82.2410202
36.146065,-82.415963
36.410455,-82.6170522
36.0151395,-82.5579417
36.4106235,-82.4733023
36.1641521,-82.835202
36.2861704,-82.1653133
36.4289858,-82.8773842
36.3199028,-82.3423323
36.297387,-82.4707802
36.528768,-82.5326024
36.57148,-83.0429461
36.5665593,-81.7599528
36.2364031,-82.6271557
36.5762115,-82.5668193
36.1778768,-82.9932128
36.3020427,-82.2948471
36.2017196,-83.0531177
36.3455556,-83.2427041
36.1890341,-82.9782828
36.5457731,-82.65456
36.476269,-81.805786
36.3096815,-82.377903
36.4321372,-82.3075892
36.2002098,-82.074507
36.4066465,-83.0084242
36.5196006,-81.9280399
36.3875969,-82.9165508
36.5303732,-83.2160452
36.4692628,-82.85339
36.2447668,-82.5559425
36.34969,-81.7448237
36.4228678,-83.2298954
36.1728809,-82.759318
36.1993649,-82.3496856
36.4145648,-81.8378937
36.5584048,-82.2143161
36.241216,-82.5868156
36.3696683,-82.2937681
36.3726106,-82.1567959
36.4528739,-82.8904407
